,user_id,username,Age,Proficiency,Objective,Learning Type,Tell us about myself
219,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
220,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
221,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
222,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
223,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
224,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
227,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
228,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
229,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
230,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
231,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
232,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
233,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
234,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
235,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
236,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
237,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
238,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
239,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
240,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
241,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
242,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
243,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
244,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
245,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
246,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
247,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
248,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
249,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
252,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
253,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
254,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
255,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
256,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
257,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
258,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
259,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
260,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
261,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
262,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
263,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
264,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
265,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
266,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
267,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
268,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
269,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
270,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
271,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
272,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
273,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
274,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
277,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
278,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
279,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
280,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
281,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
282,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
283,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
284,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
285,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
286,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
287,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
288,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
289,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
290,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
291,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
292,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
293,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
294,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe.,
295,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator.
296,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States.,
297,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England.,
298,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States.,
299,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States.,
302,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
303,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
304,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
305,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
306,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
307,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
308,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
309,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
310,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
311,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
312,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
313,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
314,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
315,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
316,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
317,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
318,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
319,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
322,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
323,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
324,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
325,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
326,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
327,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
328,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
329,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
330,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
331,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
332,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
333,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
334,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
335,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
336,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
337,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
338,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
339,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
340,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
341,danieldavis,55-65,Begginer,Career,Mix,I342,am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.
343,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
344,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
345,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
346,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
347,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
348,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
349,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
350,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
351,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
352,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
353,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
354,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
355,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
356,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
357,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
358,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
359,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
362,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
363,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
364,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
365,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
366,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
367,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
368,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
369,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
370,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
371,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
372,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
373,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
374,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
375,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
376,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
377,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
378,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
379,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
380,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
383,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
384,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
385,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
386,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
387,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
388,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
389,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
390,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
391,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
392,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
393,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
394,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
395,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
396,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
397,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
398,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
399,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
402,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
403,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
404,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
405,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
406,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
407,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
408,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
409,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
