,user_id,username,Age,Language,Proficiency,Objective,Learning Type,Tell us about yourself
1038,EknoQy,abdalrahman69,18-24,Arabic,Begginer,Travel,Mix,"I'm a student And i enjoy different sports like tennis, basketball And i like cycling"
1039,E6ZGQN,mattilo,45-55,French,Begginer,Career,Live Class,Registered Nurse and Business Owner
1040,pzopok,Trendy_Burrito988,18-24,English,Begginer,Social,Mix,I am a 18-24 year old user. My username is Trendy_Burrito988. I am a English learner. I am a beginner and my learning kind is Mix.
1041,LqcP89,Anil_Bajpai,18-24,English,Intermediate,Hobby,Self Study,I'm a data analyst.
1042,Mw1eBJ,userA,45-55,English,Begginer,Career,Self Study,I'm looking to learn this language for my job.
1043,iQrpby,Learn_283,45-55,English,Intermediate,Other,Live Class,I love to watch movies and read books.
1044,BKa2LZ,Zandi1,18-24,English,Advanced,Travel,Mix,I love music a lot and i have a good voice. I am a singer maybe i can inspire you with my music. :)
1045,BXSAP2,Alisha12,18-24,Arabic,Intermediate,Career,Self Study,Yes
1046,oQybNN,bond_007,35-45,Japanese,Intermediate,Career,Live Class,"Doesn't seem to have any special interests, but is interested in learning more about Japanese culture."
1047,IH9ABG,Ryan1225,45-55,Japanese,Begginer,School/Uni,Mix,Baby Boomer!
1048,jdT10E,silky_wagon_982,18-24,English,Begginer,School/Uni,Mix,"I love my job, I'm a computer programmer"
1049,Pv2s6s,dJ7s9j,56-65,English,Intermediate,Career,Self Study,I'm a web designer and developer. I have a strong interest in web development and technology.
1050,A7UW6E,Rahul028,56-65,English,Advanced,Other,Live Class,Interested in other languages
1051,z7L_PR,one_n_only_,24-35,English,Intermediate,Social,Self Study,I hope I can make friends here
1052,FqWn9x,boi,24-35,Japanese,Begginer,Other,Mix,I'm a gamer and I'm learning japanese for a video game I play
1053,CMbzNz,Aron_S,Under 18-,English,Begginer,School/Uni,Live Class,"I'm Hobbies Sport, Technology, Computers, Movies"
1054,xRODD2,DinoGirl,56-65,English,Intermediate,Hobby,Live Class,I just started Lingoda. I am learning English. I have been learning Spanish for a year. I have been learning Japanese so far with the Kana first and then I will move on to Hiragana. Then I will learn Kanji. I want to learn more about this song and Lingoda.
1055,GQPAGI,Sarah_P,18-24,English,Advanced,School/Uni,Self Study,I'm a university student who loves to travel and explore new cultures and languages. I'm also a big baseball fan and love to keep up to date with the latest news and information. I'm always looking for new opportunities to learn and grow and I'm open to meeting new people and making new friends
1056,MHTYFV,mh_tyfv,56-65,English,Intermediate,Other,Mix,No interests or hobbies or profession set up for this user.
1057,wzTe2C,marg911,56-65,English,Intermediate,Brain,Self Study,sports &#38;amp;amp;amp;amp;amp;amp;amp;amp;ampt;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp
1058,6rDKKC,word_reporter,45-55,Japanese,Advanced,Travel,Self Study,looking for a tutor for my son
1059,0xe25A10,Paigecoast4,35-45,English,Begginer,Hobby,Self Study,I'm a web developer with a love for languages and cooking. I'm looking to improve my skills in Python and pick up some new tricks in Spanish and Korean.
1060,INDIV-10418,Salil06,56-65,German,Intermediate,Career,Self Study,"Cooking, Gardening, Reading, Horse riding"
1061,MZNFZM,Aritri,18-24,Japanese,Intermediate,Hobby,Self Study,Happy go lucky person
1062,VCBHJH,Huntings,18-24,Japanese,Intermediate,Brain,Self Study,"Intrests: Hunter, humor, Readers"
1063,AdmGyZ,EmilioBaina3R6,18-24,English,Begginer,Career,Mix,I am an enthusiastic student who is eager to learn new languages. My main goal is to enhance my communication skills and learn more about different cultures. I am also interested in traveling and meeting new people.
1064,bwMq01,KrishNar,35-45,English,Begginer,School/Uni,Mix,"I love learning new languages and trying to learn as much as I can. So far, I have a basic understanding of Spanish and I am currently working on learning French and German. I am excited to see how much progress I can make in these languages!"
1065,RW2FAC,jammybruin,24-35,English,Intermediate,School/Uni,Self Study,Looking to practice Chinese Mandarin.
1066,2U62V6,Mohit_Soni19,45-55,Arabic,Begginer,Career,Live Class,"Hello, I'm Mohit from India."
1067,053504,kierajames91,18-24,French,Advanced,School/Uni,Mix,I like to travel.
1068,rIzruM,DANIELLE,24-35,German,Intermediate,Hobby,Mix,Just a girl trying to learn a new language..:)
1069,sofyia,Sofyia1,18-24,Japanese,Intermediate,Brain,Mix,Social Media Geek
1070,R00P02,Tiger_Tiger,56-65,Japanese,Begginer,Social,Self Study,English
1071,ae456a,Kuwaiti,24-35,German,Begginer,School/Uni,Live Class,Never stop learning!
1072,OMCH5R,prakhar_,24-35,English,Intermediate,Brain,Self Study,Doing MBA
1073,CbLxf5,Tania,45-55,English,Begginer,Brain,Self Study,"Hi, I am a 33 years old professional from Bengaluru"
1074,5p8TtN,Cherry,45-55,English,Begginer,Brain,Live Class,"Fitness, Cooking, TV series"
1075,pTltrX,JimsonGuy37,35-45,English,Intermediate,Career,Live Class,"Hi, I am JimsonGuy37 and I am a analyst from San Francisco, California."
1076,QBtmHv,SynthExpert80,24-35,Japanese,Advanced,Travel,Live Class,"I work as a software engineer at a fintech company and I'm passionate about machine learning and data science. I love to learn and explore new languages and cultures, and I'm always looking for new opportunities to travel and experience different things."
1077,aiFmnG,ramkumar425,24-35,English,Intermediate,Career,Mix,Games
1078,u7tVgz,Rosanna,56-65,English,Begginer,Other,Mix,Learn English To Communicate Better With Friends And Family
1079,175723,barald,35-45,English,Begginer,Hobby,Self Study,"I have always been fascinated by the history of the English language and its development, and I think it is fascinating how it has evolved and changed over time. I am particularly interested in the way that English has been influenced by different cultures and traditions, and I think that this has contributed to its unique character and its status"
1080,DMEp2M,keerthana06,24-35,English,Intermediate,Travel,Live Class,Interested in traveling
1081,VJGJPW,nithin_thomas,24-35,English,Begginer,Career,Mix,Freelancer
1082,kjvteu,cool0252,Under 18-,English,Advanced,Career,Self Study,I love video games and work
1083,y9qcdy,@blakelssy,18-24,English,Begginer,Career,Live Class,"interests: Sports, Baking, Traveling, learning languages"
1084,pX8ogg,Amit,35-45,German,Intermediate,Other,Mix,Hi there!!
1085,4PaMDp,alim177,65+,English,Begginer,Travel,Mix,I am a traveler.
1086,UU74FY,najip@email.com,18-24,French,Begginer,School/Uni,Self Study,"Music lover, English teacher"
1087,gDvWSh,sachinm,24-35,English,Intermediate,Other,Mix,I am a sales manager
1088,iLXcRP,mahswet,24-35,English,Advanced,Career,Mix,Studying and learning with hopes of working in this field
1089,EGWJFX,thebipolarone,45-55,English,Begginer,Other,Live Class,Hi. I am just a normal person who want to learn new things.
1090,ANHUBN,Abby80634,Under 18-,English,Begginer,School/Uni,Mix,"fashion, sports, travel"
1091,QZFIMU,Haroon,18-24,English,Begginer,Travel,Mix,I'm a student
1092,JGSVNW,TJamurat,65+,English,Advanced,School/Uni,Live Class,N/A
1093,8qW9EX,nick,18-24,Japanese,Intermediate,Travel,Self Study,I am a student.
1094,hlmpYaD1,Deborah_Cummerata49,45-55,German,Advanced,Career,Self Study,Architect
1095,jcs1Rf,Lee6944,18-24,German,Begginer,Career,Mix,I'm Lee.I live in Boston.I work as a math teacher
1096,h2n39b,edwinadzf,18-24,Japanese,Begginer,School/Uni,Live Class,I am a student at university!!
1097,u1jyxv,julianhamilton,65+,English,Begginer,Travel,Mix,I am a music producer currently on the search for a partner to record a project with.
1098,Afn6R5,Sunny_shake1,24-35,English,Begginer,School/Uni,Mix,I am a busy woman with a family and a full time job. I don't have much time for myself. I am trying to learn a new language to improve my skills.
1099,lQ9Axw,mariasop42,45-55,Arabic,Intermediate,Hobby,Mix,"I love traveling, reading, and learning about new cultures. I'm also a professional translator, so I'm always interested in learning new languages and expanding my knowledge of the world."
1100,9RkJ0v,iAmMk,35-45,English,Advanced,Other,Self Study,University Student
1101,YM6HGK,Mowahid,45-55,English,Intermediate,Career,Live Class,I am interested in the languages.
1102,HEQVRX,VDDorrit,18-24,English,Begginer,Other,Mix,learner in English
1103,MZ44HN,WEARINSHOES,56-65,English,Intermediate,Career,Mix,I started learning English when I was 11yo. I'm a Russian-native speaker.
1104,Vq556v,WebGrip,45-55,German,Begginer,Career,Mix,German teacher
1105,sd08gv,Steven.Williams,56-65,English,Advanced,Career,Mix,"Hello, my name is Steven. I am a software engineer with over 15 years of experience in the field. I am a lifelong learner and am always looking for ways to improve my skills. I have a keen interest in learning new languages, especially those that are not commonly used. I am currently"
1106,eO0WbM,Vowelliz,Under 18-,English,Begginer,Other,Self Study,"Books, Movies, Anime, Music, Video games"
1107,DEXKDF,NiklasEriksson,18-24,English,Intermediate,Travel,Self Study,Learning danish and swedish
1108,tUQENd,mamikon99,35-45,Japanese,Advanced,School/Uni,Live Class,Pastry Chef
1109,pD762H,michaimendes,18-24,English,Advanced,School/Uni,Mix,trying to get my bachelors in psychology and biochemistry so i can be a forensic psychologist
1110,TVN1AJ,OliLm24,18-24,Arabic,Begginer,Travel,Self Study,I love learning languages and I want to travel the world
1111,RgBj2s,bhadraj123,18-24,English,Begginer,Career,Mix,"Hey there, I'm a student pursuing my graduation and I love to learn new languages and meet new people. I'm an extrovert and I like to explore new places and meet new people. I'm looking to find new friends and learn new languages. I'm also interested in music"
1112,b3ecie,voicinelion,65+,English,Intermediate,Brain,Live Class,I am a freelancer.
1113,SYH1WJ,dbless,56-65,French,Intermediate,School/Uni,Self Study,I am a teacher and I teach French and German
1114,925bqo,ZaidaEllen31,56-65,English,Intermediate,Social,Self Study,Hobbies
1115,djqcwg,ahmedm,18-24,English,Begginer,School/Uni,Mix,"I'm beginner in English. I love basketball, volleyball and music."
1116,KQjFit,mjahmad,56-65,English,Begginer,Career,Mix,"I work in the construction industry. I've been in this job for a while now, but I don't know much about it. I could use some help learning the language, but I'm not sure what I should study."
1117,dKKvgG,AakashKrishnamoorthy,35-45,French,Begginer,Career,Mix,"I am an experienced language teacher with a passion for helping students learn and grow. I have been teaching for over 10 years, and I am dedicated to providing a fun and engaging learning experience for my students. I am also a language learner myself, and I am always looking for new ways to improve my own"
1118,EB9QVI,IcedTea2,35-45,Arabic,Begginer,Travel,Self Study,"Mozart lover, I aspire to learn Arabic for my travel to Egypt."
1119,j9y2LA,John123,24-35,English,Intermediate,Hobby,Mix,my name is john and i work as a civil engineer i love music
1120,hUw44X,Huwas,18-24,French,Intermediate,Hobby,Mix,Teacher
1121,90686b,Matheus99,65+,English,Begginer,Career,Mix,Artist
1122,ocWbot,ocWbot,45-55,Arabic,Intermediate,Hobby,Live Class,I'm a Tour Guide based in Laos & Cambodia
1123,pUxmWz,ninja_concept92,45-55,English,Begginer,Hobby,Mix,"I love spending time with my family. I also enjoy cooking, hiking, and reading."
1124,6e6888,Leonis_584,45-55,English,Begginer,Brain,Mix,Ask me anything.
1125,pbnBLx,SallySha4,65+,French,Intermediate,Career,Self Study,I have a very busy and active life. Looking for friends to share experiences.
1126,NNZF8N,Mojo5463,35-45,English,Advanced,Social,Mix,Working and Loving Life
1127,4yS3KZ,Mahiya,18-24,English,Begginer,Brain,Self Study,Indonesia
1128,1YSKWJ,radiant_seahawk,24-35,German,Intermediate,Career,Live Class,Ask me anything!
1129,5HZIUJ,5HZIUJ,65+,English,Intermediate,Other,Self Study,"I am a retired software engineer, but I still follow the programming world and do some software development in my spare time."
1130,Tg36P7,cidmander12,18-24,French,Intermediate,Travel,Live Class,Pet Lover
1131,H7QxNb,Asciej,45-55,English,Intermediate,School/Uni,Live Class,24 Year old student
1132,d752gd,benjamincs,35-45,English,Intermediate,Career,Live Class,I am a English Teacher and love to travel and learn about different cultures. I am very social and love to meet new people.
1133,JM9UBA,CoolCrust,18-24,Japanese,Begginer,Travel,Self Study,I love traveling and meeting new people. I am currently learning Japanese to help me communicate with the locals when I travel.
1134,IV3HZC,Dlpd62,24-35,English,Advanced,Career,Mix,"I am a professional software developer. I work in the Fintech sector and specialize in the development of software solutions for the banking and financial industries. I have a strong background in software development and programming, and I have a lot of experience in developing software solutions for the banking and financial industries. I am proficient in"
1135,hVk48Y,Bert_Floyd,18-24,Arabic,Intermediate,Travel,Mix,I'm just 18 and I want to learn arabic so that I could be able to understand music and the dialect of the Arabic world
1136,z3M2Xm,Saad,24-35,French,Intermediate,Other,Live Class,"Hello,"
1137,mNQNXu,Kokoschka,56-65,English,Begginer,Hobby,Live Class,hi :D
1138,JDPSQA,johnnyboy925,18-24,English,Advanced,School/Uni,Mix,Just a normal guy.
1139,1wJqkQ,meagannjm,18-24,English,Intermediate,Other,Self Study,Native English speaker.
1140,qeozc3,@iangu,45-55,English,Begginer,Social,Live Class,"I am a Live Video and Virtual Reality Editor, I work for a TV company and I love my job."
1141,vZNPzM,Hruti8174,56-65,German,Intermediate,Brain,Live Class,"Bhangra, Movie, Cricket, Travel, Chocolates"
1142,XJZFSS,dj_man_15,65+,French,Begginer,Hobby,Self Study,Hello I am Dj Man from Paris. I have been to Sri Lanka for a short holiday. I\'d like to learn some basic French language skills from a Sri Lankan for my own pleasure.
1143,bjEXPu,karthik17,24-35,English,Begginer,Career,Mix,I am highly interested in learning languages.
1144,8J642Z,jeffkdg,45-55,English,Begginer,School/Uni,Mix,"Hello! My name is Jeffrey and I'm 52 years old. I am not a professional, but I am a musician. I've been singing since I was a kid. My favorite song to sing is ""Eye of the Tiger"" by Survivor."
1145,ZVJAZB,matteo97,18-24,French,Begginer,Brain,Live Class,"I'm 22, I'm from france, I'm a student"
1146,Fs0rnGh,Marscon,18-24,English,Intermediate,Hobby,Mix,I love to read books
1147,f_wkdLV,big_heather,Under 18-,French,Begginer,Brain,Self Study,"haha, not sure..."
1148,SQBFLK,JohannesB,45-55,English,Begginer,Career,Self Study,I am a student interested in learning English.
1149,THIGXH,muratnp,45-55,Japanese,Intermediate,Career,Self Study,I'm a sales person. I like traveling and watching movies.
1150,EvqSQo,AdiletLeeper,56-65,French,Advanced,Career,Self Study,I want to learn French
1151,6sgBPm,HenryMillsJr,Under 18-,Japanese,Begginer,Travel,Live Class,My name is Henry and I love talking with other people! I'm 13 years old and I like playing hockey. I'm learning Japanese to travel to Japan when I'm older.
1152,GG9jRP,Learner9028,Under 18-,English,Begginer,School/Uni,Mix,I am a learner of English and I want to improve my proficiency in this language and speak with people around the world
1153,bKjH6A,JohnSmith,18-24,English,Intermediate,Travel,Self Study,I'm an 18-year-old student from the UK who is interested in learning Spanish for travel purposes. I am a beginner and looking to learn through self-study.
1154,qfcwtn,saurabh1313,24-35,English,Advanced,Hobby,Live Class,"I am Saurabh Kapoor, a doctor by profession from Ranchi, Jharkhand."
1155,qcF3A9,JamieDav,18-24,French,Intermediate,Other,Mix,I can\'t wait to experience the culture of the country I am learning French in. I\'m excited to try the food and meet new people. I\'m also looking forward to learning more about the language and using it in my daily life.
1156,ikrbld,PhyllisPowers44,45-55,English,Advanced,Hobby,Mix,I love to sing and dance. I love watching movies. I love to hang out with my friends.
1157,FI3986,Ashman14,Under 18-,French,Begginer,Other,Self Study,I am 12 years old and a huge fan of football I like to travel around the world and I am a big fan of food and I love cooking I am also a big fan of music and I love to dance and I am a big fan of animals
1158,ogrwyu,moesky,56-65,Japanese,Advanced,Other,Live Class,"Haven't thought about this for quite some time so... I've done lots of things, including acting, a bit of modeling, lots of radio/TV work, singing, dancing, sports, but none of it was long term. I've always been looking for something I feel like I could be"
1159,r01sxh,IntrHrFaith,Under 18-,English,Begginer,Social,Live Class,I am a girl student
1160,251459,@Neotenous,24-35,English,Begginer,Brain,Live Class,chef
1161,WV8YBL,Pulkit,56-65,Arabic,Begginer,Other,Live Class,Iam from Dubai
1162,zc5rv1,billweee,18-24,English,Intermediate,Career,Self Study,I am a student of English and I am interested in learning
1163,0h1r9o,MauriceKyle,56-65,English,Begginer,Brain,Live Class,I'm a marine architect
1164,e2k3Bv,Eliza_92,18-24,English,Advanced,Other,Live Class,Student
1165,NKM450,Sarahj6804,Under 18-,Japanese,Begginer,Hobby,Mix,I am a student who enjoys playing video games in my free time.
1166,V5-T205,Tamer_Dev40,45-55,English,Intermediate,Other,Self Study,English Teacher
1167,7H6JY1,matt_mccartney,56-65,English,Advanced,Hobby,Live Class,"I'm Matt, I live in the UK, and I'm a self-employed graphic designer."
1168,4a2j2n,Jeffrey_34,56-65,French,Intermediate,Career,Self Study,I have a passion for breeding salamanders and frogs.
1169,j57FQR,gareth08,56-65,English,Intermediate,Brain,Self Study,"Travel, music, food and family."
1170,eW2VPh,steve320,35-45,French,Begginer,Travel,Live Class,Guitar teacher and music lover. I'll be traveling in a few weeks.
1171,4fLR90,ianparker20,45-55,English,Begginer,Career,Self Study,"I know I'm not the greatest at English, but I'm sure I'll learn better if I have a tutor."
1172,TGBBAQ,Chub973,24-35,English,Begginer,Hobby,Live Class,I have no particular interests which i can think of but i have a deep interest in cooking
1173,qM4rNF,ltl321,18-24,French,Begginer,Career,Self Study,I am an 18 years old girl from Greece living in a small town. I have always been interested in many languages. I love travelling and I would like to learn more about other cultures.
1174,v3gA_K,b0nner94,35-45,Japanese,Begginer,Career,Self Study,I like to fish and hike. :)
1175,fKRrWj,tommypn,35-45,English,Intermediate,Hobby,Live Class,do not have any interest in any language
1176,qxjbRK,vishaldesai123,24-35,Japanese,Begginer,School/Uni,Mix,Not a very talkative person.
1177,HVfXh9,ValentineB107,Under 18-,English,Intermediate,School/Uni,Self Study,Hola! My name is Valentine. I am from USA. I am a skilled student. I want to improve my English.
1178,ORF2N,Maraethi,45-55,English,Begginer,Hobby,Mix,I love to travel and see the world.
1179,rumnyy,Ruckman13,65+,English,Advanced,Career,Self Study,Financial Services
1180,XW3JPD,BMV5QJ,35-45,Japanese,Intermediate,School/Uni,Live Class,Hi! I am a student and I love to learn new languages. I hope to be able to communicate in Japanese and I am looking forward to finding an interactive and effective teaching method.
1181,a7kSw4,Bassi,35-45,English,Intermediate,Other,Live Class,principle focused
1182,R7nJzv,Learners,18-24,English,Begginer,Social,Self Study,I am a language learner and love to learn new languages. I am interested in different cultures and would love to meet people from all over the world.
1183,D31E5B,Amy2910,35-45,Arabic,Begginer,Career,Mix,Hallo ich bin Anja aus Deutschland. Ich bin mit 37 Jahren in meinem Studium aktiv. Ich studiere die Fächer Volkswirtschaftslehre und Soziologie. Ich bin ziemlich interessiert an vielen Dingen. Einige von meiner Interessen
1184,U551742,Yasmin101 ðŸ‡§ðŸ‡­,18-24,Japanese,Advanced,School/Uni,Mix,I'm a university student.
1185,1c3iay,Drift97,35-45,Japanese,Advanced,Brain,Live Class,Survivalist
1186,R7vBPQ,sarahkes16,18-24,Japanese,Begginer,Other,Mix,I am a Japanese student. I am looking for penpals who are interested in the Japanese culture and are ready to talk about it.
1187,12UV07,SantiagoH,65+,English,Begginer,Brain,Live Class,I'm a minor
1188,v5j2ch,saifak19,24-35,Arabic,Intermediate,Career,Mix,I am a Software Engineer
1189,p5odx9,Jaywalking,56-65,English,Advanced,Career,Self Study,I'm a professional.
1190,j5Vc8x,Sarka_Hanakova,56-65,English,Intermediate,Career,Self Study,I'm currently in the process of learning English so that I can use it in my work as a journalist. I'm also interested in music and literature.
1191,jseM6G,akshara_1309,24-35,English,Advanced,Hobby,Self Study,I am a tea lover and also interested in travelling.
1192,IWYDDT,@BioBigNerd,Under 18-,Japanese,Intermediate,School/Uni,Self Study,"""I am trying to learn Japanese, and study English in school. I love cooking and listen to music. I am here to learn more about Japanese culture, and for learning tips."""
1193,FUVXPJ,UmaSweetDream,18-24,English,Begginer,Career,Self Study,"Vacations, Gardening,Soccer,Basketball,Reading,Travelling, Listening to Music"
1194,N3A02Q,bookworm4499,18-24,English,Begginer,Career,Live Class,Politics and the current events of the world
1195,KM71ZA,Alex221,24-35,Japanese,Intermediate,Career,Mix,"I am a Japanese language learner with an age group of 24-35 years, I am learning Japanese for my career and I am using a mixed learning method to learn Japanese."
1196,hhnH3k,ravi26,24-35,English,Advanced,School/Uni,Live Class,"Soccer, Football, Cricket"
1197,DGQVRL,dingo43,24-35,Japanese,Begginer,Travel,Self Study,I am a marketing manager also interested in house building and kitchen equipment.
1198,VzhlZC,Jessie_Berry,24-35,English,Begginer,Other,Self Study,just a simple man who love to explore the world
1199,2145TK,Killroy83,45-55,English,Advanced,Career,Live Class,I've been enjoying listening to podcasts about my hobby of programming.
1200,GZLJDV,Suzie_Alive,18-24,English,Intermediate,Brain,Self Study,Aprender inglés
1201,jzmfqd,bhavin333,18-24,English,Begginer,Social,Mix,"Music, Dance and acting"
1202,pASRy6,Rasmus_Gal,24-35,English,Begginer,Career,Self Study,"I'm a very motivated and persistent person, always looking for new challenges and opportunities to grow both personally and professionally."
1203,X0XOp4,Yauheniya,18-24,English,Intermediate,Career,Mix,"Hi , I'm 18 years old and i study at The Belarusian State University."
1204,QX4YTL,farooqhassan,45-55,English,Intermediate,Social,Mix,"I am a person from Pakistan who has been learning English for the past 5 years. However, he has not been able to achieve a high level of proficiency. I would like to learn the language so that I can use it in my work and social life."
1205,G76D4V,Ak1sKtUz,24-35,Japanese,Intermediate,Brain,Live Class,Army Officer
1206,A16493,baba818,35-45,German,Advanced,Travel,Mix,I work for an automotive company.
1207,T8UAZT,language_lover,18-24,English,Intermediate,Career,Mix,In the pursuit of bachelor degrees I am in the midst of learning and growing and ready to meet new people.
1208,eH7S88,D_sX45,56-65,Japanese,Intermediate,Career,Mix,Know more about japanese language!
1209,tvY7KG,umair2016,Under 18-,English,Advanced,School/Uni,Mix,just a normal guy
1210,thtjap,panditavinash01,18-24,English,Intermediate,Hobby,Self Study,Like to learn English
1211,LN1KDZ,LearnEnglish123,18-24,English,Begginer,School/Uni,Self Study,Graduation Student in University
1212,lFaYnF,BhargavAdiga,24-35,English,Intermediate,Brain,Live Class,I am not much into studying and i like to chat with people.
1213,XqVp18,luesday,56-65,English,Advanced,Travel,Mix,"curious, friendly, honest, smart as a fox, wise"
1214,okeabg,ong1989,24-35,Japanese,Advanced,Other,Live Class,I'm looking for a practice partner
1215,tJhAQg,gautam10,18-24,English,Advanced,Hobby,Self Study,"Hello, I am a student learning English language."
1216,JXHREH,Naid559,35-45,English,Begginer,Social,Mix,I love to meet new people and ideally want to meet people for friendship and long term relationship also
1217,f29b97,zuno123,18-24,German,Intermediate,Other,Self Study,"Hi, I'm an artist. If you're looking for a language partner, I'm your man."
1218,3QgfXp,abhi456,18-24,English,Begginer,Career,Mix,I'm 18 years old student
1219,R6GFP3,QasimFarooqi,Under 18-,English,Advanced,School/Uni,Live Class,I'm a college student and I'm learning on English because I have to do a report about a country in English
1220,SxWB6R,LearnDai,18-24,German,Begginer,Travel,Self Study,"Hallo,"
1221,33mzyc,frenzyha,24-35,English,Advanced,School/Uni,Live Class,Studying at IIIT Delhi
1222,wZZj2z,SethR865,24-35,English,Intermediate,Hobby,Live Class,Data Analyst
1223,ytg1ZK,mohammad.hussain1,24-35,Arabic,Intermediate,Career,Live Class,I learning French language to get job
1224,6jsr76,Abhyas234,18-24,English,Intermediate,School/Uni,Mix,I am a high school student and love to play badminton.
1225,9jUIHU,anil99,45-55,Japanese,Begginer,Career,Mix,im learning japanese for my career
1226,fy4x5k,TZUZEKA,24-35,Japanese,Intermediate,Career,Live Class,I like to play guitar and making music.
1227,jxmUzJ,@jxmUzJ,24-35,German,Advanced,Hobby,Live Class,"I love to cook, I am starting to learn German, I have a lot of friends, I love sport, I am a computer engineer"
1228,8T7638,Sssl3500,18-24,Japanese,Begginer,Career,Self Study,I am interested in video game design and also music.
1229,e49309,nano,24-35,Arabic,Begginer,Brain,Mix,Engineer
1230,5fd1b7,ElderGirl123,35-45,French,Advanced,Career,Live Class,No interest in learning
1231,kS65bR,mke764,18-24,French,Intermediate,Social,Self Study,Computer Engineering Student
1232,KqN6q4,dave_4,56-65,English,Begginer,Travel,Mix,Aircraft Maintenance Engineer
1233,pFwFzY,Kazuhiro,35-45,Japanese,Begginer,Travel,Live Class,I am a student.
1234,aNyuDm,langlearn,35-45,German,Begginer,Career,Mix,"I am a Diligent, Humorous, and Motivated Science Teacher with over 15 years of experience. I have a Bachelor's Degree in STEM Education from the University of Pittsburgh, and I am currently pursuing my Master's Degree in Education Leadership at the same institution"
1235,jth8fv,lauramer,18-24,English,Begginer,Social,Mix,Love to exercise and travel. Love to meet new people!
1236,HzLVhA,Andrew495,24-35,English,Intermediate,Hobby,Live Class,Learning English in my free time
1237,123124,daye123,24-35,French,Intermediate,Brain,Mix,"cooking, music, movies and chilling"
1238,u1L1t3q,TheRedCurry,24-35,English,Begginer,Hobby,Mix,I am a digital market analyst and I am also learning English as a hobby.
1239,RMVWKC,jboz_27,18-24,German,Begginer,Career,Live Class,I am looking for a tutor who can help me improve my German language skills and advance my career.
1240,V4KZJR,Jayleigh3120,45-55,English,Advanced,Hobby,Self Study,I am a school teacher of math and science. I have been teaching for 13 years!
1241,wytaKIX,language_learners_25619,Under 18-,Japanese,Intermediate,Career,Mix,Japanese
1242,2b0bca,Bee5525,18-24,French,Intermediate,Career,Live Class,"I am a student, a gamer, and a hobbyist photographer."
1243,rq06h0,muzammilsh,Under 18-,English,Begginer,Brain,Self Study,Student
1244,TZLJXA,tzzz110,45-55,English,Begginer,Other,Mix,Student and Software Engineer
1245,CJPRNB,techa5865,45-55,English,Begginer,Travel,Self Study,Learning english
1246,Wlfcip,@Alex_S,45-55,English,Advanced,Travel,Mix,"I'm a retired office worker. I like to write poetry, go swimming, and travel. I'm looking for a pen pal in another country so I can learn more about their culture and share mine with them."
1247,q35Lrk,Simran_94,Under 18-,English,Intermediate,Hobby,Mix,"I'm 16 years old, a student and a programming geek!"
1248,OI3J7T,louie,35-45,French,Intermediate,Career,Live Class,I am a Learning Enthusiast and I aim to learn a new language.
1249,ZHUOR5,Muhammad,Under 18-,English,Advanced,School/Uni,Live Class,Normal
1250,9hVA13,anandi580,35-45,English,Advanced,Hobby,Live Class,I am a teacher in a school of 12 standard.
1251,J56E15,rencia,45-55,English,Begginer,Hobby,Live Class,I love cooking and baking. Currently I am planning to learn German so that I can travel to Germany.
1252,D6x5GQ,VIPstage,24-35,English,Intermediate,Career,Mix,Visual artist and screenwriter
1253,GGDMXY,Ripkahn,56-65,English,Advanced,Other,Mix,"Hello! I live in Thailand and the United States. I work in advertising. I am also a photographer, a musician, and I am a golfer."
1254,HkWPXz,Syed_ahmed_zaheer,45-55,English,Intermediate,Career,Live Class,I'm a beginner in English and need to improve my English quickly. I'm looking for a teacher and/or class that can help me.
1255,N1g3BK,Sushma,45-55,English,Begginer,Other,Self Study,"I'm a 47 year old male from Australia. My background is in music (guitar, piano, and bass). I'm currently working on a few different projects that include music. I have been in bands the past and have recorded CD's with them. I have also worked on the production"
1256,XHFQNB,Hugo_B@s,35-45,English,Intermediate,Career,Mix,"I am a 35-year-old student from Ohio, United States currently studying English. I work in a technology company and when I have free time, I enjoy playing video games, watching TV series, and spending time with my family."
1257,xDNqxQ,Bobbing9,Under 18-,English,Begginer,Brain,Self Study,English Language Student
1258,tsb7rw,littleten01,35-45,English,Advanced,Hobby,Mix,researcher
1259,dj5uOU,DJ_5U,24-35,English,Begginer,Career,Mix,"Hi, nice to meet you here. I am a self-taught programmer, and have been working in the field for about 3 years. I am looking to learn another programming language to help me improve my skills. I am also interested in learning more about the business side of coding. Thank you for your"
1260,M63XK6,bitter_stand,18-24,French,Begginer,Hobby,Self Study,Learning French from YouTube
1261,XYCXVJ,PattyHansen,45-55,Arabic,Begginer,Other,Live Class,"I am a musician and songwriter. I love music, and I am always looking for new ways to learn and create. I am always looking for new challenges."
1262,38G6CK,saddlerider5,24-35,Arabic,Intermediate,School/Uni,Live Class,Hello everyone! I am so glad to join this platform! I am on a quest to learn arabic language!
1263,SHK4AA,malaykim,35-45,English,Intermediate,School/Uni,Self Study,Musician and a yoga lover
1264,KrFyqM,aydano418,45-55,English,Begginer,Career,Self Study,"I am a full-time worker and a part-time university student. I'm interested in social science, especially history and anthropology. In my free time, I enjoy reading non-fiction books and watching documentaries."
